Date;Time;Temperature;Dew Point;Humidity;Wind;Speed;Gust;Pressure;Precip. Rate.;Precip. Accum.;UV;Solar
021024;11:44 AM;59.4 °F;52.3 °F;77 %;ESE;2.4 mph;3.0 mph;29.64 in;0.00 in;0.01 in;2;300.1 w/m²
021024;11:49 AM;59.9 °F;52.6 °F;77 %;ESE;2.1 mph;2.9 mph;29.64 in;0.00 in;0.01 in;3;344.7 w/m²
021024;11:54 AM;60.2 °F;52.9 °F;77 %;East;2.5 mph;3.4 mph;29.64 in;0.00 in;0.01 in;3;361.2 w/m²
021024;11:59 AM;60.2 °F;52.8 °F;77 %;East;1.9 mph;2.7 mph;29.64 in;0.00 in;0.01 in;3;379.8 w/m²
021024;12:04 PM;60.3 °F;53.0 °F;77 %;East;2.6 mph;3.7 mph;29.64 in;0.00 in;0.01 in;3;403.9 w/m²
021024;12:09 PM;60.2 °F;52.6 °F;76 %;East;2.0 mph;2.7 mph;29.64 in;0.00 in;0.01 in;4;421.4 w/m²
021024;12:14 PM;60.6 °F;52.7 °F;75 %;ESE;3.0 mph;4.2 mph;29.64 in;0.00 in;0.01 in;4;460.8 w/m²
021024;12:19 PM;60.8 °F;53.0 °F;75 %;ESE;2.7 mph;3.6 mph;29.64 in;0.00 in;0.01 in;4;478.1 w/m²
021024;12:24 PM;61.3 °F;52.7 °F;73 %;East;2.5 mph;3.3 mph;29.64 in;0.00 in;0.01 in;4;488.7 w/m²
021024;12:29 PM;61.2 °F;52.9 °F;74 %;ENE;3.6 mph;4.7 mph;29.64 in;0.00 in;0.01 in;2;289.3 w/m²
021024;12:34 PM;60.6 °F;52.2 °F;74 %;ENE;2.5 mph;3.7 mph;29.65 in;0.00 in;0.01 in;5;548.2 w/m²
021024;12:39 PM;61.2 °F;52.5 °F;73 %;ENE;3.8 mph;5.1 mph;29.65 in;0.00 in;0.01 in;4;420.3 w/m²
021024;12:44 PM;60.8 °F;52.5 °F;74 %;ESE;1.6 mph;2.3 mph;29.65 in;0.00 in;0.01 in;3;314.7 w/m²
021024;12:49 PM;60.8 °F;52.0 °F;73 %;East;3.7 mph;5.0 mph;29.65 in;0.00 in;0.01 in;3;345.9 w/m²
021024;12:54 PM;60.7 °F;52.4 °F;74 %;East;3.8 mph;5.2 mph;29.65 in;0.00 in;0.01 in;3;341.2 w/m²
021024;12:59 PM;60.4 °F;52.1 °F;74 %;East;3.7 mph;4.7 mph;29.65 in;0.00 in;0.01 in;2;209.9 w/m²
021024;1:04 PM;60.3 °F;52.6 °F;75 %;ENE;2.5 mph;3.3 mph;29.65 in;0.00 in;0.01 in;2;265.8 w/m²
021024;1:09 PM;60.6 °F;52.6 °F;75 %;ENE;3.8 mph;4.9 mph;29.65 in;0.00 in;0.01 in;4;469.6 w/m²
021024;1:14 PM;60.7 °F;52.2 °F;74 %;ENE;4.5 mph;6.1 mph;29.66 in;0.00 in;0.01 in;2;302.3 w/m²
021024;1:19 PM;60.6 °F;52.2 °F;74 %;NE;3.3 mph;4.4 mph;29.66 in;0.00 in;0.01 in;5;613.3 w/m²
021024;1:24 PM;61.3 °F;52.9 °F;74 %;NE;4.4 mph;5.8 mph;29.65 in;0.00 in;0.01 in;5;513.5 w/m²
021024;1:29 PM;61.4 °F;53.3 °F;74 %;NE;4.0 mph;5.3 mph;29.65 in;0.00 in;0.01 in;4;416.5 w/m²
021024;1:34 PM;61.3 °F;53.1 °F;74 %;NE;3.6 mph;4.7 mph;29.65 in;0.00 in;0.01 in;2;307 w/m²
021024;1:39 PM;60.9 °F;53.2 °F;76 %;NNE;3.8 mph;4.9 mph;29.66 in;0.00 in;0.01 in;1;191.9 w/m²
021024;1:44 PM;60.5 °F;53.4 °F;77 %;NNE;4.8 mph;6.2 mph;29.65 in;0.00 in;0.01 in;1;178.8 w/m²
021024;1:49 PM;60.1 °F;53.3 °F;78 %;North;5.7 mph;6.8 mph;29.66 in;0.00 in;0.01 in;2;207.8 w/m²
021024;1:54 PM;59.9 °F;53.3 °F;79 %;North;5.2 mph;6.5 mph;29.66 in;0.00 in;0.01 in;1;205.2 w/m²
021024;1:59 PM;59.9 °F;53.5 °F;79 %;North;5.0 mph;6.6 mph;29.66 in;0.00 in;0.01 in;1;191.2 w/m²
021024;2:04 PM;59.8 °F;53.5 °F;79 %;North;4.4 mph;5.9 mph;29.66 in;0.00 in;0.01 in;1;183.7 w/m²
021024;2:09 PM;59.5 °F;53.2 °F;79 %;NNE;4.7 mph;6.1 mph;29.66 in;0.00 in;0.01 in;1;163.4 w/m²
021024;2:14 PM;59.5 °F;53.5 °F;81 %;North;5.7 mph;7.1 mph;29.67 in;0.00 in;0.01 in;1;151.5 w/m²
021024;2:19 PM;59.2 °F;53.5 °F;82 %;North;5.8 mph;7.0 mph;29.67 in;0.00 in;0.01 in;1;141 w/m²
021024;2:24 PM;59.0 °F;54.0 °F;83 %;North;5.8 mph;7.4 mph;29.66 in;0.00 in;0.01 in;1;124.4 w/m²
021024;2:29 PM;58.7 °F;54.2 °F;85 %;NNE;4.7 mph;5.9 mph;29.67 in;0.00 in;0.01 in;1;131.4 w/m²
021024;2:34 PM;58.7 °F;54.2 °F;85 %;NNE;4.1 mph;5.4 mph;29.67 in;0.00 in;0.01 in;1;161.3 w/m²
021024;2:39 PM;58.9 °F;54.4 °F;85 %;NE;4.3 mph;5.7 mph;29.67 in;0.00 in;0.01 in;1;170.9 w/m²
021024;2:44 PM;59.0 °F;54.4 °F;85 %;NE;4.8 mph;6.5 mph;29.66 in;0.00 in;0.01 in;2;207.6 w/m²
021024;2:49 PM;59.1 °F;54.5 °F;85 %;NNE;5.1 mph;6.6 mph;29.67 in;0.00 in;0.01 in;2;293.8 w/m²
021024;2:54 PM;58.9 °F;54.3 °F;85 %;NNE;5.4 mph;7.3 mph;29.67 in;0.00 in;0.01 in;1;169.6 w/m²
021024;2:59 PM;58.7 °F;54.1 °F;85 %;NNE;5.5 mph;7.2 mph;29.67 in;0.00 in;0.01 in;3;322.2 w/m²
021024;3:04 PM;58.8 °F;54.1 °F;84 %;NNE;5.7 mph;7.2 mph;29.67 in;0.00 in;0.01 in;2;285.4 w/m²
021024;3:09 PM;59.1 °F;54.2 °F;84 %;NNE;4.6 mph;6.0 mph;29.67 in;0.00 in;0.01 in;3;313.9 w/m²
021024;3:14 PM;59.3 °F;54.4 °F;84 %;North;5.1 mph;6.3 mph;29.68 in;0.00 in;0.01 in;2;261.3 w/m²
021024;3:19 PM;59.3 °F;54.3 °F;84 %;North;5.5 mph;6.9 mph;29.67 in;0.00 in;0.01 in;1;196.6 w/m²
021024;3:24 PM;59.2 °F;54.3 °F;84 %;NNE;5.9 mph;7.9 mph;29.67 in;0.00 in;0.01 in;2;242 w/m²
021024;3:29 PM;59.6 °F;54.6 °F;84 %;NNE;5.5 mph;7.4 mph;29.67 in;0.00 in;0.01 in;2;286.8 w/m²
021024;3:34 PM;59.3 °F;54.1 °F;83 %;NNE;5.4 mph;7.4 mph;29.68 in;0.00 in;0.01 in;2;222.2 w/m²
021024;3:39 PM;58.8 °F;53.7 °F;83 %;NNE;5.9 mph;8.3 mph;29.67 in;0.00 in;0.01 in;1;187.8 w/m²
021024;3:44 PM;58.4 °F;53.3 °F;83 %;NE;5.1 mph;7.3 mph;29.67 in;0.00 in;0.01 in;1;174.9 w/m²
021024;3:49 PM;58.2 °F;53.1 °F;83 %;NNE;5.3 mph;7.1 mph;29.68 in;0.00 in;0.01 in;2;240.7 w/m²
021024;3:54 PM;58.3 °F;53.1 °F;83 %;NNE;4.8 mph;6.3 mph;29.68 in;0.00 in;0.01 in;2;292.4 w/m²
021024;3:59 PM;58.9 °F;53.7 °F;83 %;North;7.3 mph;9.2 mph;29.68 in;0.00 in;0.01 in;3;311.2 w/m²
021024;4:04 PM;59.4 °F;54.0 °F;83 %;NE;5.4 mph;6.8 mph;29.68 in;0.00 in;0.01 in;2;244.8 w/m²
021024;4:09 PM;59.3 °F;53.8 °F;82 %;NNE;4.7 mph;6.4 mph;29.68 in;0.00 in;0.01 in;2;250 w/m²
021024;4:14 PM;59.6 °F;53.6 °F;80 %;NNE;5.0 mph;6.7 mph;29.68 in;0.00 in;0.01 in;2;290.5 w/m²
021024;4:19 PM;59.8 °F;53.9 °F;81 %;NNE;5.7 mph;7.8 mph;29.68 in;0.00 in;0.01 in;1;191.1 w/m²
021024;4:24 PM;58.2 °F;52.8 °F;82 %;NE;4.8 mph;6.4 mph;29.69 in;0.00 in;0.01 in;2;246.8 w/m²
021024;4:29 PM;58.8 °F;53.0 °F;81 %;NNE;4.8 mph;6.1 mph;29.68 in;0.00 in;0.01 in;2;270.7 w/m²
021024;4:34 PM;58.5 °F;52.6 °F;81 %;NNE;6.5 mph;8.5 mph;29.69 in;0.00 in;0.01 in;1;167.5 w/m²
021024;4:39 PM;57.8 °F;52.4 °F;82 %;NE;4.8 mph;6.6 mph;29.68 in;0.00 in;0.01 in;1;197.1 w/m²
021024;4:44 PM;57.8 °F;52.1 °F;81 %;ENE;4.1 mph;5.8 mph;29.69 in;0.00 in;0.01 in;1;196.1 w/m²
021024;4:49 PM;58.1 °F;51.8 °F;80 %;ENE;5.0 mph;6.8 mph;29.69 in;0.00 in;0.01 in;1;179.7 w/m²
021024;4:54 PM;57.8 °F;52.0 °F;81 %;NE;2.7 mph;4.0 mph;29.69 in;0.00 in;0.01 in;2;219.9 w/m²
021024;4:59 PM;58.7 °F;52.8 °F;81 %;ENE;2.7 mph;3.9 mph;29.69 in;0.00 in;0.01 in;1;161.7 w/m²
021024;5:04 PM;58.1 °F;51.9 °F;80 %;NE;3.5 mph;4.8 mph;29.68 in;0.00 in;0.01 in;0;96.7 w/m²
021024;5:09 PM;57.8 °F;51.8 °F;80 %;NE;2.8 mph;3.7 mph;29.69 in;0.00 in;0.01 in;1;165.4 w/m²
021024;5:14 PM;58.3 °F;51.9 °F;79 %;ENE;4.5 mph;6.3 mph;29.69 in;0.00 in;0.01 in;1;149.2 w/m²
021024;5:19 PM;58.5 °F;51.8 °F;79 %;NE;3.3 mph;4.6 mph;29.69 in;0.00 in;0.01 in;0;83.4 w/m²
021024;5:24 PM;58.0 °F;51.9 °F;80 %;NE;5.1 mph;7.1 mph;29.69 in;0.00 in;0.01 in;0;60.5 w/m²
021024;5:29 PM;57.5 °F;51.7 °F;81 %;NE;5.7 mph;7.8 mph;29.70 in;0.00 in;0.01 in;0;64 w/m²
021024;5:34 PM;57.2 °F;51.6 °F;81 %;NE;4.5 mph;6.5 mph;29.70 in;0.00 in;0.01 in;0;64 w/m²
021024;5:39 PM;57.0 °F;51.2 °F;81 %;NE;4.3 mph;5.9 mph;29.70 in;0.00 in;0.01 in;0;73.1 w/m²
021024;5:44 PM;57.0 °F;51.0 °F;80 %;NE;4.6 mph;6.2 mph;29.70 in;0.00 in;0.01 in;0;71.1 w/m²
021024;5:49 PM;56.9 °F;51.0 °F;81 %;NE;4.7 mph;6.2 mph;29.70 in;0.00 in;0.01 in;0;72.1 w/m²
021024;5:54 PM;56.9 °F;51.2 °F;81 %;NE;3.7 mph;5.2 mph;29.70 in;0.00 in;0.01 in;0;64.4 w/m²
021024;5:59 PM;56.8 °F;51.1 °F;81 %;NE;3.4 mph;4.8 mph;29.70 in;0.00 in;0.01 in;0;58.2 w/m²
021024;6:04 PM;56.8 °F;51.2 °F;81 %;NE;2.8 mph;4.1 mph;29.71 in;0.00 in;0.01 in;0;54.1 w/m²
021024;6:09 PM;56.8 °F;51.5 °F;82 %;NNE;2.2 mph;3.0 mph;29.70 in;0.00 in;0.01 in;0;48.1 w/m²
021024;6:14 PM;56.7 °F;51.7 °F;83 %;NE;3.6 mph;5.1 mph;29.71 in;0.00 in;0.01 in;0;41 w/m²
021024;6:19 PM;56.7 °F;51.6 °F;83 %;NNE;4.0 mph;5.3 mph;29.70 in;0.00 in;0.01 in;0;25.8 w/m²
021024;6:20 PM;56.7 °F;51.6 °F;83 %;NE;4.6 mph;6.0 mph;29.71 in;0.00 in;0.01 in;0;19.9 w/m²
021024;6:44 PM;55.7 °F;50.8 °F;84 %;NE;5.2 mph;6.5 mph;29.72 in;0.00 in;0.01 in;0;19.8 w/m²
021024;6:49 PM;55.7 °F;50.8 °F;84 %;NNE;5.7 mph;7.4 mph;29.72 in;0.00 in;0.01 in;0;18.2 w/m²
021024;6:54 PM;55.6 °F;50.7 °F;84 %;NNE;6.0 mph;7.7 mph;29.72 in;0.00 in;0.01 in;0;16.7 w/m²
021024;6:59 PM;55.4 °F;50.7 °F;84 %;NE;5.6 mph;7.3 mph;29.72 in;0.00 in;0.01 in;0;11.8 w/m²
021024;7:04 PM;55.2 °F;50.5 °F;84 %;NNE;5.6 mph;7.2 mph;29.72 in;0.00 in;0.01 in;0;10 w/m²
021024;7:09 PM;55.2 °F;50.5 °F;84 %;NE;4.9 mph;6.6 mph;29.73 in;0.00 in;0.01 in;0;7.1 w/m²
021024;7:14 PM;55.1 °F;50.5 °F;84 %;NE;4.3 mph;5.6 mph;29.73 in;0.00 in;0.01 in;0;4.7 w/m²
021024;7:19 PM;54.9 °F;50.4 °F;85 %;NNE;5.6 mph;7.5 mph;29.73 in;0.00 in;0.01 in;0;1.9 w/m²
021024;7:24 PM;54.9 °F;50.4 °F;85 %;NNE;4.3 mph;5.6 mph;29.74 in;0.00 in;0.01 in;0;1.5 w/m²
021024;7:29 PM;54.9 °F;50.4 °F;85 %;NNE;3.8 mph;4.8 mph;29.73 in;0.00 in;0.01 in;0;1.1 w/m²
021024;7:34 PM;54.7 °F;50.2 °F;85 %;NE;3.2 mph;4.4 mph;29.74 in;0.00 in;0.01 in;0;0.6 w/m²
021024;7:39 PM;54.6 °F;50.3 °F;86 %;NE;3.1 mph;4.2 mph;29.74 in;0.00 in;0.01 in;0;0.2 w/m²
021024;7:44 PM;54.5 °F;50.2 °F;85 %;NE;4.2 mph;5.7 mph;29.74 in;0.00 in;0.01 in;0;0.1 w/m²
021024;7:49 PM;54.7 °F;50.2 °F;85 %;NE;4.3 mph;5.6 mph;29.75 in;0.00 in;0.01 in;0;0.1 w/m²
021024;7:54 PM;54.7 °F;50.2 °F;85 %;NE;4.3 mph;6.0 mph;29.74 in;0.00 in;0.01 in;0;0 w/m²
021024;7:59 PM;54.5 °F;50.0 °F;85 %;NE;4.6 mph;6.4 mph;29.75 in;0.00 in;0.01 in;0;0 w/m²
021024;8:04 PM;54.5 °F;49.8 °F;84 %;NNE;4.8 mph;6.5 mph;29.75 in;0.00 in;0.01 in;0;0 w/m²
021024;8:09 PM;54.5 °F;49.8 °F;84 %;NE;2.9 mph;4.0 mph;29.75 in;0.00 in;0.01 in;0;0 w/m²
021024;8:14 PM;54.2 °F;49.6 °F;84 %;NNE;2.8 mph;3.8 mph;29.75 in;0.00 in;0.01 in;0;0 w/m²
021024;8:19 PM;54.0 °F;49.1 °F;84 %;NNE;3.9 mph;5.3 mph;29.74 in;0.00 in;0.01 in;0;0 w/m²
021024;8:24 PM;54.0 °F;48.9 °F;83 %;NNE;2.4 mph;3.4 mph;29.75 in;0.00 in;0.01 in;0;0 w/m²
021024;8:29 PM;53.7 °F;48.8 °F;84 %;NE;2.0 mph;3.0 mph;29.75 in;0.00 in;0.01 in;0;0 w/m²
021024;8:34 PM;53.4 °F;48.7 °F;84 %;NE;2.9 mph;4.1 mph;29.75 in;0.00 in;0.01 in;0;0 w/m²
021024;8:39 PM;53.2 °F;48.6 °F;84 %;NE;2.4 mph;3.4 mph;29.75 in;0.00 in;0.01 in;0;0 w/m²
021024;8:44 PM;53.2 °F;48.6 °F;84 %;NE;3.4 mph;4.6 mph;29.75 in;0.00 in;0.01 in;0;0 w/m²
021024;8:49 PM;53.4 °F;48.7 °F;84 %;NE;3.3 mph;4.5 mph;29.75 in;0.00 in;0.01 in;0;0 w/m²
021024;8:54 PM;53.6 °F;48.8 °F;84 %;NE;3.7 mph;4.8 mph;29.76 in;0.00 in;0.01 in;0;0 w/m²
021024;8:59 PM;53.9 °F;48.7 °F;83 %;NE;4.3 mph;5.7 mph;29.75 in;0.00 in;0.01 in;0;0 w/m²
021024;9:04 PM;54.0 °F;48.5 °F;82 %;NE;4.4 mph;6.3 mph;29.76 in;0.00 in;0.01 in;0;0 w/m²
021024;9:09 PM;54.1 °F;48.4 °F;81 %;NE;4.3 mph;6.0 mph;29.76 in;0.00 in;0.01 in;0;0 w/m²
021024;9:14 PM;54.3 °F;48.6 °F;81 %;NE;4.3 mph;5.5 mph;29.76 in;0.00 in;0.01 in;0;0 w/m²
021024;9:19 PM;54.2 °F;48.7 °F;82 %;NNE;3.7 mph;5.0 mph;29.76 in;0.00 in;0.01 in;0;0 w/m²
021024;9:24 PM;54.1 °F;48.7 °F;82 %;NNE;4.0 mph;5.0 mph;29.76 in;0.00 in;0.01 in;0;0 w/m²
021024;9:29 PM;54.1 °F;48.8 °F;82 %;NNE;4.5 mph;5.7 mph;29.76 in;0.00 in;0.01 in;0;0 w/m²
021024;9:34 PM;54.0 °F;48.6 °F;82 %;NE;5.3 mph;6.9 mph;29.76 in;0.00 in;0.01 in;0;0 w/m²
021024;9:39 PM;54.0 °F;48.5 °F;82 %;NE;5.6 mph;8.0 mph;29.76 in;0.00 in;0.01 in;0;0 w/m²
021024;9:44 PM;54.0 °F;48.2 °F;81 %;NE;5.1 mph;7.0 mph;29.77 in;0.00 in;0.01 in;0;0 w/m²
021024;9:49 PM;53.7 °F;48.3 °F;82 %;NE;3.7 mph;5.1 mph;29.77 in;0.00 in;0.01 in;0;0 w/m²
021024;9:54 PM;53.6 °F;48.2 °F;82 %;NE;4.0 mph;5.6 mph;29.77 in;0.00 in;0.01 in;0;0 w/m²
021024;9:59 PM;53.4 °F;48.0 °F;82 %;NE;5.8 mph;8.2 mph;29.77 in;0.00 in;0.01 in;0;0 w/m²
021024;10:04 PM;53.3 °F;47.9 °F;82 %;NE;5.1 mph;7.0 mph;29.77 in;0.00 in;0.01 in;0;0 w/m²
021024;10:09 PM;53.2 °F;47.9 °F;82 %;NE;3.9 mph;5.2 mph;29.78 in;0.00 in;0.01 in;0;0 w/m²
021024;10:14 PM;53.1 °F;48.0 °F;83 %;NE;3.9 mph;5.6 mph;29.77 in;0.00 in;0.01 in;0;0 w/m²
021024;10:19 PM;53.1 °F;48.0 °F;83 %;NE;3.6 mph;5.3 mph;29.78 in;0.00 in;0.01 in;0;0 w/m²
021024;10:24 PM;53.1 °F;48.0 °F;83 %;NE;4.4 mph;6.1 mph;29.78 in;0.00 in;0.01 in;0;0 w/m²
021024;10:29 PM;53.1 °F;48.0 °F;83 %;NE;3.8 mph;5.4 mph;29.78 in;0.00 in;0.01 in;0;0 w/m²
021024;10:34 PM;53.1 °F;48.0 °F;83 %;NE;3.5 mph;5.1 mph;29.78 in;0.00 in;0.01 in;0;0 w/m²
021024;10:39 PM;53.1 °F;48.0 °F;83 %;NE;3.9 mph;5.4 mph;29.78 in;0.00 in;0.01 in;0;0 w/m²
021024;10:44 PM;53.1 °F;48.0 °F;83 %;NE;3.1 mph;4.4 mph;29.79 in;0.00 in;0.01 in;0;0 w/m²
021024;10:49 PM;53.1 °F;48.0 °F;83 %;NE;4.4 mph;6.2 mph;29.79 in;0.00 in;0.01 in;0;0 w/m²
021024;10:54 PM;53.1 °F;48.0 °F;83 %;NE;4.7 mph;6.5 mph;29.78 in;0.00 in;0.01 in;0;0 w/m²
021024;10:59 PM;53.1 °F;48.0 °F;83 %;NE;4.4 mph;6.1 mph;29.79 in;0.00 in;0.01 in;0;0 w/m²
021024;11:04 PM;53.1 °F;48.1 °F;83 %;NE;5.0 mph;6.8 mph;29.79 in;0.00 in;0.01 in;0;0 w/m²
021024;11:09 PM;53.1 °F;48.0 °F;83 %;NE;4.1 mph;5.5 mph;29.79 in;0.00 in;0.01 in;0;0 w/m²
021024;11:14 PM;53.1 °F;48.3 °F;84 %;NE;4.3 mph;5.7 mph;29.79 in;0.00 in;0.01 in;0;0 w/m²
021024;11:19 PM;53.1 °F;48.4 °F;84 %;NE;4.1 mph;5.6 mph;29.79 in;0.00 in;0.01 in;0;0 w/m²
021024;11:24 PM;53.0 °F;48.3 °F;84 %;NE;3.9 mph;5.9 mph;29.79 in;0.00 in;0.01 in;0;0 w/m²
021024;11:29 PM;52.9 °F;48.4 °F;85 %;NE;3.7 mph;5.1 mph;29.79 in;0.00 in;0.01 in;0;0 w/m²
021024;11:34 PM;52.9 °F;48.3 °F;84 %;NE;4.9 mph;6.4 mph;29.79 in;0.00 in;0.01 in;0;0 w/m²
021024;11:39 PM;53.1 °F;48.4 °F;84 %;NE;4.5 mph;6.0 mph;29.79 in;0.00 in;0.01 in;0;0 w/m²
021024;11:44 PM;52.9 °F;48.2 °F;84 %;NE;4.5 mph;5.9 mph;29.80 in;0.00 in;0.01 in;0;0 w/m²
021024;11:49 PM;52.9 °F;48.3 °F;84 %;NE;3.6 mph;5.0 mph;29.80 in;0.00 in;0.01 in;0;0 w/m²
021024;11:54 PM;52.9 °F;48.3 °F;84 %;NNE;5.8 mph;7.8 mph;29.80 in;0.00 in;0.01 in;0;0 w/m²
021024;11:59 PM;52.9 °F;48.5 °F;85 %;NNE;3.7 mph;5.2 mph;29.80 in;0.00 in;0.01 in;0;0 w/m²
031024;12:04 AM;52.8 °F;48.5 °F;85 %;NNE;4.6 mph;6.1 mph;29.80 in;0.00 in;0.00 in;0;0 w/m²
031024;12:09 AM;52.7 °F;48.4 °F;85 %;NE;4.4 mph;6.3 mph;29.80 in;0.00 in;0.00 in;0;0 w/m²
031024;12:14 AM;52.8 °F;48.5 °F;85 %;NE;4.8 mph;6.6 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;12:19 AM;52.7 °F;48.4 °F;85 %;NE;4.2 mph;5.9 mph;29.80 in;0.00 in;0.00 in;0;0 w/m²
031024;12:24 AM;52.7 °F;48.4 °F;85 %;NNE;4.3 mph;6.1 mph;29.80 in;0.00 in;0.00 in;0;0 w/m²
031024;12:29 AM;52.6 °F;48.3 °F;85 %;ENE;4.6 mph;6.5 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;12:34 AM;52.5 °F;48.0 °F;85 %;NE;5.6 mph;7.3 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;12:39 AM;52.4 °F;47.8 °F;84 %;NE;4.8 mph;6.6 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;12:44 AM;52.3 °F;47.5 °F;84 %;NE;5.3 mph;7.1 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;12:49 AM;52.3 °F;47.3 °F;83 %;NE;5.8 mph;8.3 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;12:54 AM;52.3 °F;47.0 °F;82 %;NE;5.9 mph;7.9 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;12:59 AM;52.3 °F;47.1 °F;83 %;NE;3.7 mph;5.0 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;1:04 AM;52.2 °F;47.1 °F;83 %;ENE;4.7 mph;6.9 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;1:09 AM;52.2 °F;47.1 °F;83 %;NE;4.6 mph;6.7 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;1:14 AM;52.2 °F;47.1 °F;83 %;NE;4.1 mph;5.7 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;1:19 AM;52.0 °F;46.9 °F;83 %;NE;4.9 mph;6.9 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;1:24 AM;52.0 °F;46.6 °F;82 %;ENE;5.5 mph;7.3 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;1:29 AM;52.0 °F;46.6 °F;82 %;ENE;5.0 mph;7.2 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;1:34 AM;52.0 °F;46.6 °F;82 %;ENE;4.0 mph;5.6 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;1:39 AM;51.9 °F;46.6 °F;82 %;NE;5.5 mph;7.9 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;1:44 AM;52.0 °F;46.5 °F;82 %;NE;4.3 mph;5.9 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;1:49 AM;51.9 °F;46.6 °F;82 %;NE;3.8 mph;5.5 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;1:54 AM;51.8 °F;46.6 °F;82 %;NE;3.1 mph;4.5 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;1:59 AM;51.6 °F;46.4 °F;82 %;NE;4.0 mph;5.3 mph;29.81 in;0.00 in;0.00 in;0;0 w/m²
031024;2:04 AM;51.6 °F;46.4 °F;82 %;NE;4.1 mph;5.6 mph;29.82 in;0.00 in;0.00 in;0;0 w/m²
031024;2:09 AM;51.8 °F;46.2 °F;81 %;NE;5.5 mph;7.2 mph;29.82 in;0.00 in;0.00 in;0;0 w/m²
031024;2:14 AM;51.8 °F;46.2 °F;81 %;NE;3.4 mph;5.0 mph;29.82 in;0.00 in;0.00 in;0;0 w/m²
031024;2:19 AM;51.7 °F;46.1 °F;81 %;NE;3.5 mph;4.8 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;2:24 AM;51.6 °F;46.3 °F;82 %;NE;3.6 mph;5.0 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;2:29 AM;51.4 °F;46.2 °F;82 %;NE;4.1 mph;5.5 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;2:34 AM;51.5 °F;46.1 °F;82 %;NE;5.0 mph;6.7 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;2:39 AM;51.6 °F;46.0 °F;81 %;NE;4.8 mph;6.3 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;2:44 AM;51.6 °F;46.0 °F;81 %;NE;3.7 mph;5.1 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;2:49 AM;51.5 °F;45.9 °F;81 %;NE;3.9 mph;5.8 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;2:54 AM;51.4 °F;45.9 °F;81 %;NE;4.0 mph;5.7 mph;29.82 in;0.00 in;0.00 in;0;0 w/m²
031024;2:59 AM;51.6 °F;46.0 °F;81 %;NE;5.1 mph;6.9 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;3:04 AM;51.5 °F;45.9 °F;81 %;NE;4.0 mph;5.4 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;3:09 AM;51.4 °F;45.9 °F;81 %;NE;3.8 mph;5.0 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;3:14 AM;51.4 °F;45.8 °F;81 %;NE;3.4 mph;4.9 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;3:19 AM;51.4 °F;45.8 °F;81 %;NE;3.5 mph;4.6 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;3:24 AM;51.3 °F;45.7 °F;81 %;NE;3.9 mph;5.2 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;3:29 AM;51.2 °F;45.6 °F;81 %;NNE;3.9 mph;5.3 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;3:34 AM;51.1 °F;45.5 °F;81 %;ENE;4.4 mph;6.5 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;3:39 AM;51.1 °F;45.5 °F;81 %;NE;2.6 mph;3.8 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
031024;3:44 AM;50.9 °F;45.3 °F;81 %;NE;3.8 mph;5.0 mph;29.83 in;0.00 in;0.00 in;0;0 w/m²
